Stock Name,RS Rating,Basic Industry,EPS Latest Quarter,QoQ % EPS Latest,YoY% EPS Latest,Sales Latest Quarter,QoQ % Sales Latest,YoY % Sales Latest
SANDESH,37,Print Media,-27.61,-154.9,-136.2,78.82,12.6,-13.1
DBCORP,32,Print Media,6.63,43.2,-4.7,642.65,15,-0.3
JAGRAN,32,Print Media,2.88,46.2,-16.5,516.5,15.7,1.1
HTMEDIA,30,Print Media,-0.26,18.8,46.9,489.8,15.6,10.6
SCHAND,23,Print Media,-6.99,52.4,29,100.15,167.4,31.1
CYBERMEDIA,14,Print Media,-5.82,-19500,-897.3,23.79,15,-4.7
KOTAKBANK,87,Private Banks,23.64,-6.9,10.2,16633.14,1.3,14.8
HDFCBANK,82,Private Banks,23.09,-1.3,1.6,85040.17,2.5,9
ICICIBANK,80,Private Banks,18.25,-0.8,15.4,47037.12,1.5,15.1
FEDERALBNK,77,Private Banks,3.85,-14.1,-9.6,7264.87,3.7,19.4
CUB,74,Private Banks,3.86,0,10,1478.74,3.1,11.5
KARURVYSYA,74,Private Banks,6.16,4.6,20.3,2486.01,4.3,16.2
SOUTHBANK,73,Private Banks,1.31,4.8,12,2370.74,0.7,8.5
JSFB,72,Private Banks,10.56,14,-60.3,1177.41,1,13.4
AXISBANK,64,Private Banks,21.78,-9,3.5,32162.2,1.8,11.4
CAPITALSFB,63,Private Banks,7.53,1.6,-8.5,234.97,5.1,15.1
CSBBANK,62,Private Banks,8.74,9.4,0,919.38,6.3,20.7
AUBANK,60,Private Banks,7.1,-7.7,26.6,4113.48,5.2,50.4
TMB,57,Private Banks,18.96,-1,5.2,1331.02,-0.5,8.3
DCBBANK,56,Private Banks,4.83,-2.6,19,1671.05,6.5,21.6
IDBI,55,Private Banks,1.81,4.6,29.3,7819.25,5,19.4
J&KBANK,55,Private Banks,4.8,-4.4,25,3209.67,2.8,11.4
UJJIVANSFB,51,Private Banks,0.56,-53.7,-65.4,1591.07,-1.3,8.2
BANDHANBNK,45,Private Banks,2.65,-54.5,-42.9,5478.73,-0.4,17.4
IDFCFIRSTB,44,Private Banks,0.46,64.3,-57.8,9342.99,4.3,18.6
KTKBANK,44,Private Banks,7.5,-15.7,-22.1,2243.02,0.4,6.2
RBLBANK,43,Private Banks,0.78,-78.7,-79.8,3536.55,0.2,10.8
EQUITASBNK,36,Private Banks,0.58,427.3,-68.8,1611.93,3.7,12.8
INDUSINDBK,34,Private Banks,17.99,5.7,-39.2,12800.77,0.9,10.6
YESBANK,31,Private Banks,0.2,11.1,42.9,7833,1.2,12.1
SURYODAY,19,Private Banks,3.13,-26.9,-41.9,487.85,-3.8,18.8
DHANBANK,7,Private Banks,0.5,-23.1,150,334.59,1.7,8.7
UTKARSHBNK,3,Private Banks,-1.53,-418.8,-233,932.43,-5.5,15.7
INDIANB,73,PSU Banks,21.6,3.9,31.5,15770.16,2.6,11
SBIN,62,PSU Banks,21.12,-4.7,69.5,124653.66,3,10.4
UNIONBANK,59,PSU Banks,6.06,-2.6,23.9,27134.77,0.9,6.3
BANKINDIA,44,PSU Banks,5.79,8.8,36.6,18317.3,4.9,19.6
MAHABANK,43,PSU Banks,1.84,-2.1,25.2,6324.68,5.1,22.3
BANKBARODA,41,PSU Banks,10.08,-2.7,8,32569.84,2.1,8.4
PNB,41,PSU Banks,4.18,1.7,84.1,31894.8,4.8,14.5
CANBK,35,PSU Banks,4.65,0.4,11.2,30750.73,1.9,7.9
IOB,30,PSU Banks,0.46,12.2,21.1,7111.72,3.8,15.2
CENTRALBK,28,PSU Banks,1.11,3.7,30.6,8541.83,3.7,8.9
PSB,27,PSU Banks,0.42,20,147.1,2931.14,7,17.7
UCOBANK,26,PSU Banks,0.53,3.9,26.2,6219.96,2.3,12
FINOPB,12,PSU Banks,2.78,9.4,-0.7,49.35,3.3,25.8
SHAKTIPUMP,99,Pumps,8.66,2.5,111.2,648.77,2.2,30.9
KIRLOSBROS,80,Pumps,14.76,22.5,42.3,1144.2,10.5,18.6
ROTO,68,Pumps,0.63,-65.4,-69.6,72.69,-14.1,28.2
LATTEYS,61,Pumps,0.04,-69.2,-60,17.39,-7.2,38
KSB,47,Pumps,4.2,18.3,-73.5,726.4,17.8,20.5
RVNL,60,Railways,1.41,-2.8,-20.8,4590.75,-5.7,-1.8
IRFC,37,Railways,1.25,1.6,2.5,6763.43,-2,0.4
TEXRAIL,21,Railways,1.92,5.5,128.6,1326.14,-1.5,47.9
RAILTEL,21,Railways,2.03,-10.6,4.6,767.62,-9,14.8
RITES,17,Railways,2.08,36.8,-59,575.76,6.4,-15.7
IRCON,13,Railways,0.92,-58.2,-65.7,2612.86,6.8,-9.4
JWL,13,Railways,2.31,10.5,10.5,1000.04,2.7,11.6
TITAGARH,13,Railways,4.66,-22.3,-16.9,902.18,-14.6,-5.5
FMNL,98,Real Estate,1.12,-2.6,24.4,26.07,-0.4,10.9
ANIKINDS,97,Real Estate,0.22,-37.1,22.2,29.23,5,155.5
PANSARI,96,Real Estate,0.33,-36.5,-74,4.2,-31.3,-86.1
PARSVNATH,96,Real Estate,-0.72,75.4,-140,58.24,23.7,-72
SHRADHA,93,Real Estate,0.81,5.2,-65.1,22.58,82.5,-19
PROZONER,89,Real Estate,0.05,162.5,0,44.85,-8.3,8.1
ARIHANTSUP,88,Real Estate,6.18,58.9,60.1,150.77,34.8,26.4
GANESHHOUC,86,Real Estate,19.29,1.4,60,257.01,8.3,41.6
GEECEE,86,Real Estate,9.33,55.5,107.3,58.74,100.8,326.6
AMJLAND,84,Real Estate,0.55,-40.9,175,15.36,38.3,-27.1
3PLAND,82,Real Estate,0.21,-61.1,-4.5,0.93,-46.6,4.5
HUBTOWN,82,Real Estate,1.61,23.8,373.5,92.46,-6.6,196.5
MAXESTATES,81,Real Estate,1.23,846.2,920,40.04,-0.4,65.2
VENTIVE,80,Real Estate,1.26,NA,NA,155.58,NA,NA
ANANTRAJ,77,Real Estate,3.23,4.2,41.7,534.64,4.2,36.3
NESCO,74,Real Estate,15.6,2.8,16.8,206.54,7.5,16.1
PHOENIXLTD,72,Real Estate,7.41,21.3,-52.9,975.13,6.2,-1.1
ARVSMART,68,Real Estate,10.48,17.4,382.9,210.16,-20.9,149.1
SUMIT,66,Real Estate,0.71,29.1,18.3,29.81,-34.8,-30.6
EMBDL,66,Real Estate,0.35,-7.9,149.3,278.5,13.2,176.8
OSWALGREEN,59,Real Estate,0.02,-86.7,200,15.32,2.2,56
LODHA,56,Real Estate,9.47,122.8,78.3,4083,55.5,39.3
OBEROIRLTY,56,Real Estate,17.01,4.9,70.4,1411.08,6.9,33.9
ARKADE,56,Real Estate,2.7,15.4,-16.1,224.62,11.4,-6
PALASHSECU,54,Real Estate,-1.28,22,42.9,12.9,-17.7,44
ELDEHSG,50,Real Estate,5.87,27.9,-29.5,34.66,3.7,59.9
MOTOGENFIN,46,Real Estate,0.04,-50,-42.9,1.74,-1.7,7.4
OMAXE,46,Real Estate,-8.23,37.2,-131.2,288.94,-25.8,-51.8
BRIGADE,42,Real Estate,9.67,98.6,198.5,1463.94,36.5,24.7
ZUARIIND,39,Real Estate,-8.31,-72,-103.4,235.06,-0.9,102.9
DLF,38,Real Estate,4.28,-23.3,61.5,1528.71,-22.6,0.5
SADBHIN,38,Real Estate,-0.11,-110.9,96.8,173.91,6.4,-14.6
SUNTECK,38,Real Estate,2.9,22.4,539.4,161.76,-4.3,280.3
PVP,36,Real Estate,-0.02,80,-100.8,2.48,-23,-43.2
TEXINFRA,34,Real Estate,-0.89,-523.8,-841.7,3.98,-17.3,0
PRAENG,33,Real Estate,-0.47,43.4,42.7,11.52,-55.2,-44.8
SCILAL,33,Real Estate,0.22,-24.1,-45,5.95,48,24
NILAINFRA,31,Real Estate,0.12,-14.3,-25,52.34,31.4,52.2
SOBHA,28,Real Estate,2.03,-17.1,23.8,1224.09,31.1,78.7
GODREJPROP,27,Real Estate,5.4,-55.3,131.8,968.88,-11.4,193.1
HDIL,26,Real Estate,0.14,450,366.7,14.41,3175,3251.2
KIRLOSIND,25,Real Estate,23.09,-51.7,-46.9,1613.54,-4.4,3.9
PRESTIGE,25,Real Estate,0.41,-90.8,-86.2,1654.5,-28.2,-7.9
ARTNIRMAN,23,Real Estate,0.11,-50,22.2,4.5,-46.9,17.8
MARATHON,21,Real Estate,9.35,-1.3,-4.6,123.35,-15.5,-41.4
PURVA,21,Real Estate,-3.9,-457.1,-215.7,318.17,-35.8,-44.5
HEMIPROP,17,Real Estate,-0.08,-14.3,-900,0.24,-4,9.1
DBREALTY,16,Real Estate,0.08,103.8,-99.1,329.5,316.6,130.6
TREL,15,Real Estate,0.36,33.3,5.9,23.4,16.7,-8.7
UNITECH,15,Real Estate,-2.21,8.3,10.9,73.72,1.2,21.1
KOLTEPATIL,14,Real Estate,3.33,158.1,140.6,349.67,13.4,361
DREDGECORP,12,Real Estate,5.74,148,-41.4,324.44,58.6,22.2
TECHIN,12,Real Estate,-0.04,-33.3,-180,0,-100,-100
IL&FSTRANS,10,Real Estate,NA,NA,NA,NA,NA,NA
MAHLIFE,10,Real Estate,-1.45,-61.1,-143.8,167.28,2092.4,103.8
SHRIRAMPPS,10,Real Estate,0.76,1620,-33.3,121.19,-13.8,-45.2
LANCORHOL,10,Real Estate,-0.28,-152.8,-200,45.93,-20.1,47
PENINLAND,1,Real Estate,-0.29,-363.6,-125.2,100.43,65.3,-29.6
ANSALAPI,1,Real Estate,-18.36,-8245.5,-955.2,226.65,94.2,107.9
SBGLP,0,Real Estate,0.01,0,-97.7,3.18,40.1,-80.6
MEP,0,Real Estate,NA,NA,NA,NA,NA,NA
VIPULLTD,0,Real Estate,0.26,225,-95.1,11.26,-28.4,-92.8
SAPPHIRE,85,Restaurants,0.37,511.1,-77.7,756.54,8.7,13.7
JUBLFOOD,83,Restaurants,0.65,-33,-39.8,2150.76,10,56.1
DEVYANI,78,Restaurants,0,NA,-100,1294.4,5.9,53.5
WESTLIFE,62,Restaurants,0.45,2150,-61.2,653.72,5.8,8.9
COFFEEDAY,53,Restaurants,-0.49,-206.2,-114.7,280.41,4.1,9.1
SPECIALITY,39,Restaurants,1.89,263.5,-34.6,119.39,21.9,9
RBA,16,Restaurants,-1.01,16.5,-57.8,639.06,1,5.8
BARBEQUE,4,Restaurants,1.16,162.7,-3.3,328.89,7.6,-0.6
VMART,77,Retail-Department Stores,36.18,226.7,151.9,1026.73,55.3,15.5
TRENT,61,Retail-Department Stores,13.99,46.8,32,4656.56,12,34.3
ABFRL,51,Retail-Department Stores,-0.48,72.4,36.8,4304.69,18.1,3.3
SHOPERSTOP,27,Retail-Department Stores,4.75,355.4,41.8,1379.47,23.7,11.5
FEL,21,Retail-Department Stores,NA,NA,NA,NA,NA,NA
SSDL,11,Retail-Department Stores,1.99,-17.8,NA,182.14,10.5,NA
STYLEBAAZA,8,Retail-Department Stores,4.08,442.9,-25.7,411.6,32.4,23.6
RAYMONDLSL,1,Retail-Department Stores,8.75,26.4,NA,1340.04,-21.6,NA
MEDPLUS,70,Retail-DrugStores,3.83,18.2,213.9,1561.45,-0.9,8.3
PRAXIS,27,Retail-HomeFurnishings,-0.62,-226.3,56,33.96,28.7,-47
VMM,71,Retail-SuperMiniMkts,0.58,1.8,NA,3135.94,-37.7,NA
DMART,53,Retail-SuperMiniMkts,11.12,9.7,4.8,15972.55,10.6,17.7
OSIAHYPER,52,Retail-SuperMiniMkts,0.68,161.5,33.3,406.96,14.5,14.6
LANDMARK,19,RetailWhlsle-Automobile,2.75,NA,-39.3,1195.03,31.7,24.6
SHANKARA,57,RetailWhlsle-BldgPrds,7.3,16.2,-18,1437.16,8.1,22.1
CREATIVE,55,RetailWhlsle-OfficeSup,12.09,28.9,46.2,659.06,60.2,29
SWANDEF,99,Ship building & Allied services,-10.04,2.6,NA,1.16,16,NA
MAZDOCK,95,Ship building & Allied services,20.01,37.9,-31.9,3143.62,14,33.1
GRSE,82,Ship building & Allied services,8.57,0.5,10.6,1271.01,10.2,37.7
COCHINSHIP,67,Ship building & Allied services,7.01,-4.5,-26.4,1069.88,-2.5,4.7
JSWINFRA,65,Ship building & Allied services,1.57,-11.8,21.7,1181.83,18,25.7
ADANIPORTS,57,Ship building & Allied services,11.67,3,13.4,7963.55,12.7,15.1
SEAMECLTD,46,Ship building & Allied services,-1.31,-3375,-105.9,149.34,69.9,-30
GESHIP,45,Ship building & Allied services,41.58,3.1,10.1,1236.87,-8.7,-0.7
ESSARSHPNG,35,Ship building & Allied services,1.92,-93.8,193.2,3.07,-97.9,15.8
KMEW,33,Ship building & Allied services,14.46,-33.5,NA,57.61,-39.8,NA
GPPL,18,Ship building & Allied services,1.94,2.1,-18.5,262.89,15.8,-2.5
TRANSWORLD,16,Ship building & Allied services,6.96,-28.2,179.3,117.03,-6.2,63
SCI,14,Ship building & Allied services,1.39,-77.7,-52.1,1302.97,-10.2,-2.8
EMUDHRA,86,Software Enterprise,2.53,-4.5,-4.9,138.85,-1.7,42.5
KSOLVES,36,Software Enterprise,4.29,-44.6,-43.1,37.51,7.8,32
SIGMA,20,Software Enterprise,4.12,3,-9.1,19.58,14.7,20
INFIBEAM,9,Software Enterprise,0.22,29.4,-4.3,1070.35,5.3,17.4
TRACXN,9,Software Enterprise,0.13,130.2,-58.1,21.39,-0.2,0.9
IRIS,98,Software Products,1.77,-8.8,84.4,32.83,6.3,19.9
AURIONPRO,83,Software Products,8.57,5,-43.6,306.11,10,32.6
AURUM,82,Software Products,-2.26,45.5,12.7,64.58,0.9,12.5
SOFTTECH,72,Software Products,0.14,-61.1,-76.7,21.55,-6.2,16.2
RAMCOSYS,57,Software Products,-2.74,-4.6,62.8,156.59,9.9,22
TATAELXSI,34,Software Products,31.95,-13.3,-3.8,939.17,-1.7,2.7
OFSS,31,Software Products,62.35,-6.4,-27.1,1715.2,2.5,-5.9
INFOBEAN,30,Software Products,2.9,-44.3,22.9,96.33,-2,8
INTENTECH,29,Software Products,1.31,-32.5,-31.8,33.26,-11.8,22.2
VIRINCHI,29,Software Products,0.37,1750,-39.3,82.4,10.9,13.5
NUCLEUS,27,Software Products,13.06,5.7,-15.6,205.7,1.7,0.7
ONMOBILE,18,Software Products,-0.48,56.4,-200,164.01,26.8,36.9
GSS,2,Software Products,-0.34,-950,-440,20.92,-37.9,-50.5
RSSOFTWARE,0,Software Products,0.62,-68.2,-79.7,12.68,-26.5,-34.5
TERASOFT,99,Software Services,1.7,68.3,77.1,23.89,-5.8,14.9
AXISCADES,97,Software Services,3.49,19.5,73.6,274.53,3.7,18.2
FSL,95,Software Services,2.27,15.8,24,2102.38,9.2,31.7
SAGILITY,92,Software Services,0.46,84,NA,1453.07,9.7,NA
COFORGE,88,Software Services,32.23,6.3,-16.4,3318.2,8.4,42.8
PERSISTENT,86,Software Services,24.12,14.7,29.7,3062.28,5.7,22.6
NAZARA,85,Software Services,3.59,25.1,0.3,534.69,67.6,66.8
WIPRO,85,Software Services,3.2,4.2,24,22318.8,0.1,0.5
ZENSARTECH,84,Software Services,7.04,2.5,-1.4,1325.6,1.3,10.1
QUINTEGRA,84,Software Services,-0.01,NA,-112.5,0,-100,-100
DATAMATICS,83,Software Services,12.56,74.9,77.2,425.47,4.6,15.2
GENESYS,83,Software Services,4.5,58.5,6.1,77.05,6.9,29.7
RELIABLE,83,Software Services,3.99,219.2,398.8,33.41,40.7,62
HEXT,83,Software Services,5.25,NA,NA,3154.4,NA,NA
ADSL,80,Software Services,3.15,50.7,43.8,220.57,8.6,28.9
BGLOBAL,78,Software Services,-0.11,52.2,42.1,0,-100,-100
E2E,76,Software Services,5.83,-19.1,51.4,41.6,-12.6,73.1
TECHM,76,Software Services,10.05,-28.8,74.2,13285.6,-0.2,1.4
BBOX,74,Software Services,3.31,8.5,32.9,1501.72,0.3,-9.3
CIGNITITEC,74,Software Services,23.29,20.1,32.3,516.4,3.4,10.3
INFY,74,Software Services,16.39,4.6,11.4,41764,1.9,7.6
RPSGVENT,74,Software Services,-18.13,22.9,12,2385.05,10.1,29.2
PROTEAN,73,Software Services,5.66,-18.2,50.1,202.31,-8,-0.8
EXCEL,72,Software Services,0.01,0,NA,5.1,24.7,696.9
ORIENTTECH,72,Software Services,3.04,-16.3,NA,206.86,-7.3,NA
ALLDIGI,71,Software Services,13.07,64,76.9,139.46,6.1,16.3
NINSYS,70,Software Services,3.26,1.9,70.7,21.26,2.3,21.3
DEVIT,69,Software Services,0.77,-79.4,-10.5,47.71,32.6,50
SASKEN,69,Software Services,6,-24.8,-49.5,144.52,7,49.8
LTTS,68,Software Services,28.41,2.6,-6.4,2411.8,3.7,12.3
HCLTECH,67,Software Services,16.92,8.3,5,29890,3.6,5.1
KELLTONTEC,65,Software Services,2.15,6.4,131.2,278.87,3,13.6
AIRAN,62,Software Services,0.15,215.4,-46.4,26.8,2,5.8
SILVERTUC,62,Software Services,4.15,19.6,4.5,74.38,-0.6,39.3
IKS,61,Software Services,7.56,-37.8,NA,657.16,-48.8,NA
DSSL,60,Software Services,14.4,0.2,39,308.92,0.8,36.2
HAPPSTMNDS,59,Software Services,3.29,31.1,-38.2,530.81,41.7,43.2
MEGASOFT,59,Software Services,0.79,141.1,233.9,0,-100,-100
EQUIPPP,54,Software Services,-0.03,25,-150,0.5,2,31.6
TCS,54,Software Services,34.22,3.9,13,63973,-0.4,5.6
CYBERTECH,53,Software Services,2.9,1,64.8,58.57,1.1,7.1
MINDTECK,53,Software Services,2.49,4.2,-13.8,104.02,-3.9,8.5
ONEPOINT,52,Software Services,0.33,0,-13.2,65.68,5.1,56.8
KPITTECH,51,Software Services,6.82,-8.2,18.4,1477.96,0.4,17.6
ORCHASP,50,Software Services,0.02,104.4,0,6.01,20.2,100.3
LTIM,49,Software Services,36.63,-13.3,-7.2,9660.9,2.4,7.1
MPHASIS,49,Software Services,22.56,0.8,13.7,3561.34,0.7,6.7
VISESHINFO,49,Software Services,NA,NA,NA,NA,NA,NA
MASTEK,48,Software Services,30.67,-26.4,24.9,869.53,0.2,10.9
XCHANGING,47,Software Services,1.3,46.1,620,45.64,2.6,7.3
ASMS,45,Software Services,-0.01,-150,-116.7,8.71,-1.9,-27.4
MEDIASSIST,45,Software Services,4.19,40.1,38.3,185.97,2.9,12
XELPMOC,44,Software Services,-1.4,-77.2,-359.3,0.83,-49.7,-30.8
SECMARK,43,Software Services,-0.01,-104.8,-104.2,8,-9.3,22
ACCELYA,42,Software Services,21.68,-0.3,4.6,133.17,4.8,6.7
LATENTVIEW,42,Software Services,2.03,4.1,-12.5,227.84,9,37.4
IZMO,36,Software Services,4.08,-80.7,-21.5,58.67,0.1,16.7
DIGISPICE,35,Software Services,-0.84,-171,-2900,112.98,3.8,2.5
XTGLOBAL,35,Software Services,0.28,40,-33.3,49.05,0.6,-11.8
FCSSOFT,34,Software Services,0.01,-50,-50,9.25,-0.8,1.1
INSPIRISYS,32,Software Services,3.33,246.9,243.3,79.51,-5.6,-34.7
RSYSTEMS,30,Software Services,3.3,-2.1,-16.7,448.96,1.1,7.8
SAKSOFT,27,Software Services,2.04,3,-8.5,226.83,5.3,17.6
MCLOUD,24,Software Services,0.5,19,28.2,151.42,-3.6,15.6
3IINFOLTD,22,Software Services,2.39,1056,237.4,181.41,2.1,-14.5
DUCON,21,Software Services,0.1,-9.1,-47.4,112.68,1.6,0.3
ROLTA,20,Software Services,NA,NA,NA,NA,NA,NA
HOVS,19,Software Services,1.05,64.1,81,5.8,3.4,42.9
ONWARDTEC,19,Software Services,2.66,69.4,-11.9,123.39,0.3,8.1
TRIGYN,17,Software Services,0.4,207.7,105.6,206.78,-0.5,-32.6
EXPLEOSOL,16,Software Services,12.75,-44.3,-42,257.58,-0.7,2.9
ROUTE,16,Software Services,13.09,-18.6,-22.7,1183.79,6.3,15.6
BSOFT,15,Software Services,4.23,-8.2,-28.5,1362.7,-0.4,1.5
NETWEB,14,Software Services,5.38,17.7,15.9,333.99,33,31.8
GOLDTECH,13,Software Services,-0.12,-104.2,42.9,22.11,9.4,-16.1
CYIENT,11,Software Services,11.02,-31.7,-17.4,1926.4,4.2,5.8
MELSTAR,7,Software Services,NA,NA,NA,NA,NA,NA
SECURKLOUD,7,Software Services,-2.88,-2300,-81.1,40.81,-6.2,-53.5
VAKRANGEE,6,Software Services,0.01,-50,-90,67.88,4,31.4
SONATSOFTW,5,Software Services,3.74,-1.6,338.2,2842.79,31,14
WEWIN,5,Software Services,-0.29,-261.1,-135.4,19.27,-5.7,14.8
CTE,3,Software Services,-2.26,84.7,-147.3,51.58,19.8,-2.6
QUICKHEAL,3,Software Services,0.02,-97.4,-99,70.61,-4,-13.9
PALREDTEC,2,Software Services,-1.33,-92.8,26.1,20.33,-28.8,7
TAKE,2,Software Services,3.22,NA,3677.8,0,NA,-100
SUBEXLTD,1,Software Services,-0.06,-700,-200,72.69,-2,-11.2
VLEGOV,1,Software Services,0.09,0,325,15.21,89.7,21628.6
AVL,78,Speciality Retail,1.88,95.8,-1.6,508.45,35.3,23.1
BPL,32,Speciality Retail,0.06,-92.9,-84.6,19.32,-7.8,33.2
SPENCERS,25,Speciality Retail,-5.25,45.7,7.6,516.97,-0.2,-21
EMIL,17,Speciality Retail,0.82,26.2,-33.9,1884.84,36,6.2
ARCHIES,12,Speciality Retail,0.01,-95,-96,17.82,-11.5,-15.7
COMPINFO,6,Speciality Retail,NA,NA,NA,NA,NA,NA
DJML,89,Stationary,0.56,43.6,-61.6,20.42,7.6,80.1
FLAIR,30,Stationary,2.56,-15.8,20.8,229.04,-5.3,6.4
KOKUYOCMLN,23,Stationary,-0.41,61.3,-165.1,160.56,-6.9,-4.5
REPRO,18,Stationary,0.83,126.8,-71.3,125.94,20.3,8.6
LINC,18,Stationary,1.49,0,-71.1,118,-12.4,-2
MANORAMA,96,Sugar,4.95,10.2,296,209.2,7,112.3
MGEL,96,Sugar,0.38,8.6,111.1,502.15,-10.6,-5.6
DIAMONDYD,91,Sugar,-15.89,-713.5,-451.5,444.61,0.8,8.9
VADILALIND,88,Sugar,16.6,-69.4,28.1,203.85,-31,16.9
BALRAMCHIN,75,Sugar,3.49,4.5,-24.1,1192.15,-8.2,-3.1
TRIVENI,73,Sugar,2.2,352.9,-65.3,1268.32,-14.9,-3.3
JAYAGROGN,70,Sugar,2.94,-35.8,-9.5,579.79,-3.1,35.2
EIDPARRY,66,Sugar,10.97,-36.3,63.5,8720.35,-6.5,12.2
MAWANASUG,54,Sugar,18.54,460,305.7,334.44,-12.6,2.6
DCMSRIND,51,Sugar,2.7,2.3,-21.1,492.98,-7.5,5.3
KCPSUGIND,46,Sugar,-3.33,-285,-1010,84.06,14,1.6
DALMIASUG,43,Sugar,7.36,-10.1,-9.1,841.26,-9.2,44.1
MAGADSUGAR,35,Sugar,15.01,294,-45.8,283.84,-12.4,29.8
SUKHJITS,32,Sugar,3.45,-14.2,-66.6,375.26,2,3.8
PONNIERODE,28,Sugar,2.8,-79.1,-79.3,115.74,22.4,-7
RANASUG,27,Sugar,0.92,195.8,119,390.35,1.2,15.8
TASTYBITE,27,Sugar,50.78,29.2,107.6,178.68,14,34.6
KOTARISUG,18,Sugar,0.65,-14.5,333.3,82.75,-18.6,-37.5
RAJSREESUG,14,Sugar,-6.17,-289.8,25.8,81.19,-44.4,-40.7
RENUKA,14,Sugar,-0.96,-860,-35.2,2603.1,1.4,-13.6
AVADHSUGAR,13,Sugar,3.37,702.4,-69.3,616.8,-2.4,3.8
SAKHTISUG,13,Sugar,-1.94,20.2,44.9,139.74,90.4,-9.6
DHAMPURSUG,9,Sugar,2.31,212.7,-52.5,411.89,-2.2,13
UGARSUGAR,8,Sugar,0.4,107.5,NA,262.66,9.3,-27.2
DAVANGERE,8,Sugar,0.07,250,16.7,73.18,85.9,-6.7
UTTAMSUGAR,7,Sugar,8.52,324.2,-25.7,403.88,0.8,-22
BAJAJHIND,6,Sugar,-0.8,-35.6,-463.6,1475.75,27.3,-15.2
DWARKESH,5,Sugar,0.58,145,11.5,312.72,27.1,-0.1
SIMBHALS,4,Sugar,-0.64,72.6,-194.1,221.2,36.9,-27.6
DBOL,2,Sugar,-1.03,70.7,-32.1,464.31,-0.4,65.8
NORBTEAEXP,99,Tea & Coffee,-0.13,-115.7,89.1,2.02,-38.6,36.5
PKTEA,97,Tea & Coffee,-11.73,-178.2,-501.7,12.44,-24.9,-30.3
MCLEODRUSS,77,Tea & Coffee,-8.36,-203.2,-8,370.56,-18.1,6.3
UNITEDTEA,66,Tea & Coffee,9.05,-29.8,4.7,22.94,-8.3,-3.1
CCL,57,Tea & Coffee,4.72,-15,-2.5,758.41,2.7,14.1
GROBTEA,47,Tea & Coffee,5.59,-97.2,-74,26.91,-47.8,-21.1
DTIL,40,Tea & Coffee,-0.91,-103.7,97.8,122.45,-26.9,6.1
JAYSREETEA,37,Tea & Coffee,25.48,141.5,18100,234.77,-22.1,13.8
VINCOFE,27,Tea & Coffee,1.01,62.9,140.5,88.15,23.1,133.7
MTNL,61,Telecom Integrated,-13.27,6,-0.2,170.07,-2.4,-11.6
TATACOMM,31,Telecom Integrated,8.28,3.9,427.4,5798.07,1.2,2.9
TTML,27,Telecom Integrated,-1.61,4.7,-2.5,332.77,-3.1,12.4
BHARTIARTL,89,Telecom Wireless,25.95,311.3,484.5,45129.3,8.8,19.1
RCOM,49,Telecom Wireless,-8.6,-4.1,-16.5,87,-1.2,-7.5
GTLINFRA,37,Telecom Wireless,-0.16,5.9,-128.6,338.47,0.6,0.3
IDEA,20,Telecom Wireless,-0.95,7.8,31.2,11117.3,1.7,4.2
TANLA,4,Telecom Wireless,8.8,-9.2,-15.5,1000.43,0,-0.2
UNIINFO,2,Telecom Wireless,-0.19,0,-176,7.98,-9.7,-42
OPTIEMUS,86,Telecom-ConsumerProds,1.75,9.4,-19.4,471.5,-1.1,-2.1
ITI,55,Telecom-ConsumerProds,-0.7,4.1,27.8,1034.54,1.8,299.5
AVANTEL,18,Telecom-ConsumerProds,0.85,-13.3,21.4,70.44,-8.8,19
SUYOG,11,Telecom-ConsumerProds,15.9,-15.2,-16.6,48.78,2.1,16.7
DYCL,85,Telecom-FiberOptics,6.52,14,86.8,251.5,7.4,30.7
TNTELE,54,Telecom-FiberOptics,-0.75,-5.6,-25,0,-100,-100
AKSHOPTFBR,50,Telecom-FiberOptics,-0.29,47.3,-45,28.99,10.9,-44
PARACABLES,25,Telecom-FiberOptics,0.74,10.4,-14,391.64,10,37.7
INDUSTOWER,74,Telecom-Infrastructure,14.85,80,159.6,7547.4,1.1,4.8
SALASAR,1,Telecom-Infrastructure,0.07,16.7,-65,375.18,33.3,23.4
BHARTIHEXA,92,TelecomSvcs-CableSatl,5.22,3.2,20.6,2250.7,7.3,25
HATHWAY,25,TelecomSvcs-CableSatl,0.08,-46.7,-38.5,511.15,-0.3,1.3
SITINET,24,TelecomSvcs-CableSatl,NA,NA,NA,NA,NA,NA
GTPL,23,TelecomSvcs-CableSatl,0.9,-21.7,-57.3,887.27,3.7,4.3
DEN,16,TelecomSvcs-CableSatl,0.84,-22.9,-15.2,260.7,4.7,-4.5
AARVEEDEN,99,Textiles,-2.96,-183.9,-8.4,5.94,-61.7,-76.8
SHEKHAWATI,99,Textiles,0.44,-41.3,238.5,15.29,-14.5,15.7
PGIL,98,Textiles,12.25,-4,47.9,1022.53,-14.9,45.2
KITEX,97,Textiles,2.06,-63.3,-11.2,276.32,28,68.3
RAJVIR,96,Textiles,NA,NA,NA,NA,NA,NA
SUMEETINDS,96,Textiles,NA,NA,NA,NA,NA,NA
NIRAJISPAT,96,Textiles,6.83,17,82.1,0.79,-24.8,9.7
AYMSYNTEX,95,Textiles,0.58,-25.6,583.3,377.67,-6.4,13.9
